Date,SPY
2017-08-25,212.55355834960938
2017-08-28,212.56224060058594
2017-08-29,212.80557250976562
2017-08-30,213.81378173828125
2017-08-31,215.10003662109375
2017-09-01,215.4042510986328
2017-09-05,213.85723876953125
2017-09-06,214.58726501464844
2017-09-07,214.56118774414062
2017-09-08,214.30917358398438
2017-09-11,216.59494018554688
2017-09-12,217.32504272460938
2017-09-13,217.42933654785156
2017-09-14,217.3597869873047
2017-09-15,217.6524200439453
2017-09-18,218.1153564453125
2017-09-19,218.333740234375
2017-09-20,218.4123077392578
2017-09-21,217.82708740234375
2017-09-22,217.87078857421875
2017-09-25,217.42530822753906
2017-09-26,217.55633544921875
2017-09-27,218.40359497070312
2017-09-28,218.6656036376953
2017-09-29,219.4342498779297
2017-10-02,220.38629150390625
2017-10-03,220.85797119140625
2017-10-04,221.11996459960938
2017-10-05,222.43014526367188
2017-10-06,222.17681884765625
2017-10-09,221.80996704101562
2017-10-10,222.39523315429688
2017-10-11,222.74459838867188
2017-10-12,222.4126434326172
2017-10-13,222.68344116210938
2017-10-16,222.9804229736328
2017-10-17,223.13760375976562
2017-10-18,223.3560028076172
2017-10-19,223.4171142578125
2017-10-20,224.57003784179688
2017-10-23,223.69656372070312
2017-10-24,224.0896759033203
2017-10-25,222.9804229736328
2017-10-26,223.26861572265625
2017-10-27,225.0941162109375
2017-10-30,224.255615234375
2017-10-31,224.60498046875
2017-11-01,224.90194702148438
2017-11-02,224.98934936523438
2017-11-03,225.74050903320312
2017-11-06,226.08981323242188
2017-11-07,225.93260192871094
2017-11-08,226.3169403076172
2017-11-09,225.4959259033203
2017-11-10,225.42604064941406
2017-11-13,225.63563537597656
2017-11-14,225.11158752441406
2017-11-15,223.98486328125
2017-11-16,225.8889617919922
2017-11-17,225.22508239746094
2017-11-20,225.60946655273438
2017-11-21,227.08555603027344
2017-11-22,226.88467407226562
2017-11-24,227.40866088867188
2017-11-27,227.29513549804688
2017-11-28,229.60101318359375
2017-11-29,229.46133422851562
2017-11-30,231.47021484375
2017-12-01,230.98989868164062
2017-12-04,230.7103271484375
2017-12-05,229.8805694580078
2017-12-06,229.92420959472656
2017-12-07,230.64920043945312
2017-12-08,231.90696716308594
2017-12-11,232.60568237304688
2017-12-12,233.0162353515625
2017-12-13,232.99000549316406
2017-12-14,232.0379638671875
2017-12-15,233.97018432617188
2017-12-18,235.45396423339844
2017-12-19,234.54966735839844
2017-12-20,234.4267578125
2017-12-21,234.9095916748047
2017-12-22,234.84817504882812
2017-12-26,234.5671844482422
2017-12-27,234.6813507080078
2017-12-28,235.16415405273438
2017-12-29,234.2775115966797
2018-01-02,235.9542694091797
2018-01-03,237.4467010498047
2018-01-04,238.447509765625
2018-01-05,240.0365447998047
2018-01-08,240.47549438476562
2018-01-09,241.01976013183594
2018-01-10,240.65103149414062
2018-01-11,242.40692138671875
2018-01-12,243.9871368408203
2018-01-16,243.1531524658203
2018-01-17,245.470703125
2018-01-18,245.05812072753906
2018-01-19,246.17308044433594
2018-01-22,248.17471313476562
2018-01-23,248.70147705078125
2018-01-24,248.60487365722656
2018-01-25,248.71018981933594
2018-01-26,251.58984375
2018-01-29,249.92176818847656
2018-01-30,247.3582000732422
2018-01-31,247.48117065429688
2018-02-01,247.20025634765625
2018-02-02,241.81874084472656
2018-02-05,231.7052459716797
2018-02-06,236.27035522460938
2018-02-07,234.9885711669922
2018-02-08,226.1744384765625
2018-02-09,229.57192993164062
2018-02-12,232.943115234375
2018-02-13,233.5225372314453
2018-02-14,236.67417907714844
2018-02-15,239.69410705566406
2018-02-16,239.76443481445312
2018-02-20,238.26319885253906
2018-02-21,237.07798767089844
2018-02-22,237.38522338867188
2018-02-23,241.1690673828125
2018-02-26,243.9695587158203
2018-02-27,240.9232177734375
2018-02-28,238.48275756835938
2018-03-01,235.01499938964844
2018-03-02,236.22647094726562
2018-03-05,238.95677185058594
2018-03-06,239.5625
2018-03-07,239.47459411621094
2018-03-08,240.63351440429688
2018-03-09,244.82107543945312
2018-03-12,244.51394653320312
2018-03-13,242.93359375
2018-03-14,241.68698120117188
2018-03-15,241.42364501953125
2018-03-16,241.68545532226562
2018-03-19,238.41534423828125
2018-03-20,238.82086181640625
2018-03-21,238.36245727539062
2018-03-22,232.40403747558594
2018-03-23,227.45046997070312
2018-03-26,233.67332458496094
2018-03-27,229.69813537597656
2018-03-28,229.01943969726562
2018-03-29,231.9457244873047
2018-04-02,226.93922424316406
2018-04-03,229.8479461669922
2018-04-04,232.30715942382812
2018-04-05,234.1404571533203
2018-04-06,228.92247009277344
2018-04-09,230.05078125
2018-04-10,233.70860290527344
2018-04-11,232.48342895507812
2018-04-12,234.3960418701172
2018-04-13,233.70860290527344
2018-04-16,235.63009643554688
2018-04-17,238.15081787109375
2018-04-18,238.3271942138672
2018-04-19,237.00511169433594
2018-04-20,234.995361328125
2018-04-23,234.96018981933594
2018-04-24,231.79591369628906
2018-04-25,232.36886596679688
2018-04-26,234.7310028076172
2018-04-27,234.9513702392578
2018-04-30,233.14443969726562
2018-05-01,233.55873107910156
2018-05-02,231.98980712890625
2018-05-03,231.47853088378906
2018-05-04,234.4754180908203
2018-05-07,235.26870727539062
2018-05-08,235.26870727539062
2018-05-09,237.54273986816406
2018-05-10,239.763916015625
2018-05-11,240.4955596923828
2018-05-14,240.61007690429688
2018-05-15,238.9529571533203
2018-05-16,239.95787048339844
2018-05-17,239.7551727294922
2018-05-18,239.15577697753906
2018-05-21,240.95384216308594
2018-05-22,240.28390502929688
2018-05-23,240.94505310058594
2018-05-24,240.45140075683594
2018-05-25,239.87852478027344
2018-05-29,237.1196746826172
2018-05-30,240.28390502929688
2018-05-31,238.81204223632812
2018-06-01,241.15664672851562
2018-06-04,242.30242919921875
2018-06-05,242.478759765625
2018-06-06,244.5059356689453
2018-06-07,244.47947692871094
2018-06-08,245.2023162841797
2018-06-11,245.5283966064453
2018-06-12,245.84567260742188
2018-06-13,245.06126403808594
2018-06-14,245.6782684326172
2018-06-15,245.3648681640625
2018-06-18,244.86012268066406
2018-06-19,243.9217071533203
2018-06-20,244.3378448486328
2018-06-21,242.80613708496094
2018-06-22,243.24879455566406
2018-06-25,239.93748474121094
2018-06-26,240.46868896484375
2018-06-27,238.47662353515625
2018-06-28,239.840087890625
2018-06-29,240.18540954589844
2018-07-02,240.69891357421875
2018-07-03,239.84893798828125
2018-07-05,241.80563354492188
2018-07-06,243.85086059570312
2018-07-09,246.04656982421875
2018-07-10,246.9319305419922
2018-07-11,245.12582397460938
2018-07-12,247.34812927246094
2018-07-13,247.54286193847656
2018-07-16,247.32147216796875
2018-07-17,248.32199096679688
2018-07-18,248.8443603515625
2018-07-19,247.90589904785156
2018-07-20,247.62252807617188
2018-07-23,248.08291625976562
2018-07-24,249.33131408691406
2018-07-25,251.45628356933594
2018-07-26,250.86294555664062
2018-07-27,249.16322326660156
2018-07-30,247.86154174804688
2018-07-31,249.0834503173828
2018-08-01,248.66726684570312
2018-08-02,250.02191162109375
2018-08-03,251.09327697753906
2018-08-06,252.0140838623047
2018-08-07,252.84632873535156
2018-08-08,252.7399444580078
2018-08-09,252.3948211669922
2018-08-10,250.70375061035156
2018-08-13,249.7651824951172
2018-08-14,251.35882568359375
2018-08-15,249.4818878173828
2018-08-16,251.5005645751953
2018-08-17,252.38584899902344
2018-08-20,252.92596435546875
2018-08-21,253.51910400390625
2018-08-22,253.36859130859375
2018-08-23,253.0322265625
2018-08-24,254.55503845214844
2018-08-27,256.5648498535156
2018-08-28,256.6888427734375
2018-08-29,258.0700378417969
2018-08-30,257.0251770019531
2018-08-31,257.03424072265625
2018-09-04,256.59136962890625
2018-09-05,255.90086364746094
2018-09-06,255.13055419921875
2018-09-07,254.6347198486328
2018-09-10,255.07745361328125
2018-09-11,255.91854858398438
2018-09-12,255.9804229736328
2018-09-13,257.4945373535156
2018-09-14,257.53875732421875
2018-09-17,256.1752624511719
2018-09-18,257.5653991699219
2018-09-19,257.83978271484375
2018-09-20,259.9292297363281
2018-09-21,259.6917419433594
2018-09-24,258.8290710449219
2018-09-25,258.5890197753906
2018-09-26,257.8153381347656
2018-09-27,258.5356750488281
2018-09-28,258.5623779296875
2018-10-01,259.4606018066406
2018-10-02,259.3094177246094
2018-10-03,259.45159912109375
2018-10-04,257.4239501953125
2018-10-05,255.9831085205078
2018-10-08,255.9831085205078
2018-10-09,255.60958862304688
2018-10-10,247.5161590576172
2018-10-11,242.06422424316406
2018-10-12,245.42605590820312
2018-10-15,244.04754638671875
2018-10-16,249.38389587402344
2018-10-17,249.42828369140625
2018-10-18,245.82632446289062
2018-10-19,245.6929168701172
2018-10-22,244.59010314941406
2018-10-23,243.34486389160156
2018-10-24,235.97189331054688
2018-10-25,240.2054443359375
2018-10-26,235.98077392578125
2018-10-29,234.6734619140625
2018-10-30,238.1509246826172
2018-10-31,240.6945343017578
2018-11-01,243.2560577392578
2018-11-02,241.815185546875
2018-11-05,243.14923095703125
2018-11-06,244.68795776367188
2018-11-07,249.9263916015625
2018-11-08,249.4727783203125
2018-11-09,247.03590393066406
2018-11-12,242.41993713378906
2018-11-13,241.9663848876953
2018-11-14,240.3121337890625
2018-11-15,242.8201141357422
2018-11-16,243.45164489746094
2018-11-19,239.33380126953125
2018-11-20,234.90460205078125
2018-11-21,235.70506286621094
2018-11-23,234.1309051513672
2018-11-26,237.91079711914062
2018-11-27,238.71121215820312
2018-11-28,244.2075958251953
2018-11-29,243.67405700683594
2018-11-30,245.1592559814453
2018-12-03,248.4054718017578
2018-12-04,240.3565216064453
2018-12-06,239.99192810058594
2018-12-07,234.4154815673828
2018-12-10,234.8602294921875
2018-12-11,234.91351318359375
2018-12-12,236.0963592529297
2018-12-13,236.0164031982422
2018-12-14,231.65835571289062
2018-12-17,227.1135711669922
2018-12-18,226.86460876464844
2018-12-19,223.46717834472656
2018-12-20,219.82955932617188
2018-12-21,215.32530212402344
2018-12-24,209.6358184814453
2018-12-26,220.2276153564453
2018-12-27,221.9183807373047
2018-12-28,221.63211059570312
2018-12-31,223.57337951660156
2019-01-02,223.80593872070312
2019-01-03,218.46536254882812
2019-01-04,225.78297424316406
2019-01-07,227.56320190429688
2019-01-08,229.70123291015625
2019-01-09,230.77476501464844
2019-01-10,231.58880615234375
2019-01-11,231.67828369140625
2019-01-14,230.2648468017578
2019-01-15,232.90383911132812
2019-01-16,233.46743774414062
2019-01-17,235.2387237548828
2019-01-18,238.3697509765625
2019-01-22,235.14920043945312
2019-01-23,235.6412353515625
2019-01-24,235.76654052734375
2019-01-25,237.76144409179688
2019-01-28,235.95440673828125
2019-01-29,235.6412353515625
2019-01-30,239.37167358398438
2019-01-31,241.473876953125
2019-02-01,241.59022521972656
2019-02-04,243.2899169921875
2019-02-05,244.30975341796875
2019-02-06,243.98770141601562
2019-02-07,241.66180419921875
2019-02-08,241.9569854736328
2019-02-11,242.09117126464844
2019-02-12,245.20437622070312
2019-02-13,246.00045776367188
2019-02-14,245.45477294921875
2019-02-15,248.1295928955078
2019-02-19,248.55899047851562
2019-02-20,249.05987548828125
2019-02-21,248.17434692382812
2019-02-22,249.71299743652344
2019-02-25,250.0529327392578
2019-02-26,249.8740234375
2019-02-27,249.7667236328125
2019-02-28,249.30149841308594
2019-03-01,250.85804748535156
2019-03-04,249.94557189941406
2019-03-05,249.60565185546875
2019-03-06,248.09381103515625
2019-03-07,246.01840209960938
2019-03-08,245.52630615234375
2019-03-11,249.0867919921875
2019-03-12,250.0260772705078
2019-03-13,251.68106079101562
2019-03-14,251.5200653076172
2019-03-15,252.76271057128906
2019-03-18,253.67906188964844
2019-03-19,253.74209594726562
2019-03-20,252.9783172607422
2019-03-21,255.83563232421875
2019-03-22,250.91175842285156
2019-03-25,250.72311401367188
2019-03-26,252.59194946289062
2019-03-27,251.27117919921875
2019-03-28,252.22357177734375
2019-03-29,253.81394958496094
2019-04-01,256.823974609375
2019-04-02,256.9498291015625
2019-04-03,257.3541259765625
2019-04-04,258.0370788574219
2019-04-05,259.28594970703125
2019-04-08,259.4836120605469
2019-04-09,258.1538391113281
2019-04-10,259.0343933105469
2019-04-11,258.9624328613281
2019-04-12,260.714599609375
2019-04-15,260.54388427734375
2019-04-16,260.714599609375
2019-04-17,260.07666015625
2019-04-18,260.5887756347656
2019-04-22,260.81341552734375
2019-04-23,263.1585388183594
2019-04-24,262.57452392578125
2019-04-25,262.4127502441406
2019-04-26,263.6347351074219
2019-04-29,264.04815673828125
2019-04-30,264.1828918457031
2019-05-01,262.197265625
2019-05-02,261.631103515625
2019-05-03,264.19189453125
2019-05-06,263.10467529296875
2019-05-07,258.71087646484375
2019-05-08,258.3514404296875
2019-05-09,257.56976318359375
2019-05-10,258.8636779785156
2019-05-13,252.35830688476562
2019-05-14,254.64059448242188
2019-05-15,256.132080078125
2019-05-16,258.5042724609375
2019-05-17,256.8329772949219
2019-05-20,255.13475036621094
2019-05-21,257.4350891113281
2019-05-22,256.6443176269531
2019-05-23,253.50848388671875
2019-05-24,254.08355712890625
2019-05-28,251.72042846679688
2019-05-29,250.0311737060547
2019-05-30,250.7140655517578
2019-05-31,247.3356475830078
2019-06-03,246.70663452148438
2019-06-04,252.0618438720703
2019-06-05,254.24522399902344
2019-06-06,255.8984832763672
2019-06-07,258.4592590332031
2019-06-10,259.6452331542969
2019-06-11,259.5824890136719
2019-06-12,259.1241760253906
2019-06-13,260.1934814453125
2019-06-14,259.90594482421875
2019-06-17,260.0047302246094
2019-06-18,262.72723388671875
2019-06-19,263.3203125
2019-06-20,265.8361511230469
2019-06-21,265.44970703125
2019-06-24,265.1246643066406
2019-06-25,262.5243225097656
2019-06-26,262.26251220703125
2019-06-27,263.1925048828125
2019-06-28,264.5468444824219
2019-07-01,266.94854736328125
2019-07-02,267.6436767578125
2019-07-03,269.7835388183594
2019-07-05,269.4765930175781
2019-07-08,267.9958801269531
2019-07-09,268.3299560546875
2019-07-10,269.612060546875
2019-07-11,270.24407958984375
2019-07-12,271.4539489746094
2019-07-15,271.544189453125
2019-07-16,270.6684875488281
2019-07-17,268.8265380859375
2019-07-18,269.81060791015625
2019-07-19,268.3119201660156
2019-07-22,268.9710388183594
2019-07-23,270.8941345214844
2019-07-24,272.1672668457031
2019-07-25,270.8670959472656
2019-07-26,272.6819152832031
2019-07-29,272.18536376953125
2019-07-30,271.5172119140625
2019-07-31,268.5466003417969
2019-08-01,266.2081298828125
2019-08-02,264.20379638671875
2019-08-05,256.25830078125
2019-08-06,259.8517761230469
2019-08-07,260.0052795410156
2019-08-08,265.1065979003906
2019-08-09,263.3009033203125
2019-08-12,260.0955810546875
2019-08-13,264.140625
2019-08-14,256.33056640625
2019-08-15,257.0076599121094
2019-08-16,260.79986572265625
2019-08-19,263.94189453125
2019-08-20,261.9194641113281
2019-08-21,264.0502624511719
2019-08-22,263.96893310546875
2019-08-23,257.1883239746094
2019-08-26,260.03240966796875
2019-08-27,259.01220703125
2019-08-28,260.83599853515625
2019-08-29,264.1676330566406
2019-08-30,264.0502624511719
2019-09-03,262.5062561035156
2019-09-04,265.48577880859375
2019-09-05,268.89874267578125
2019-09-06,269.1063537597656
2019-09-09,269.241943359375
2019-09-10,269.17864990234375
2019-09-11,271.0927734375
2019-09-12,272.03179931640625
2019-09-13,271.8512268066406
2019-09-16,271.0115661621094
2019-09-17,271.6978454589844
2019-09-18,271.8602600097656
2019-09-19,271.8421936035156
2019-09-20,270.55780029296875
2019-09-23,270.49432373046875
2019-09-24,268.371826171875
2019-09-25,269.9591064453125
2019-09-26,269.396728515625
2019-09-27,267.9455261230469
2019-09-30,269.1882019042969
2019-10-01,265.9861145019531
2019-10-02,261.2876892089844
2019-10-03,263.42828369140625
2019-10-04,266.9930725097656
2019-10-07,265.8410339355469
2019-10-08,261.7138977050781
2019-10-09,264.19927978515625
2019-10-10,265.9861145019531
2019-10-11,268.7436828613281
2019-10-14,268.4443054199219
2019-10-15,271.10205078125
2019-10-16,270.6666259765625
2019-10-17,271.46478271484375
2019-10-18,270.276611328125
2019-10-21,272.1089172363281
2019-10-22,271.2199401855469
2019-10-23,272.0090637207031
2019-10-24,272.4534606933594
2019-10-25,273.56915283203125
2019-10-28,275.1112365722656
2019-10-29,275.02960205078125
2019-10-30,275.8731689453125
2019-10-31,275.1383972167969
2019-11-01,277.6872863769531
2019-11-04,278.80291748046875
2019-11-05,278.4946594238281
2019-11-06,278.55804443359375
2019-11-07,279.5376281738281
2019-11-08,280.22711181640625
2019-11-11,279.69189453125
2019-11-12,280.281494140625
2019-11-13,280.3722229003906
2019-11-14,280.7803649902344
2019-11-15,282.8121337890625
2019-11-18,283.0208740234375
2019-11-19,282.9390869140625
2019-11-20,281.8869934082031
2019-11-21,281.4334411621094
2019-11-22,282.0593566894531
2019-11-25,284.24530029296875
2019-11-26,284.8892822265625
2019-11-27,286.1592712402344
2019-11-29,285.0979919433594
2019-12-02,282.6761474609375
2019-12-03,280.7803649902344
2019-12-04,282.5128173828125
2019-12-05,283.0208740234375
2019-12-06,285.6059265136719
2019-12-09,284.7078552246094
2019-12-10,284.3905029296875
2019-12-11,285.19769287109375
2019-12-12,287.65594482421875
2019-12-13,287.8282165527344
2019-12-16,289.8055725097656
2019-12-17,289.8691101074219
2019-12-18,289.88726806640625
2019-12-19,291.0754699707031
2019-12-20,292.3515930175781
2019-12-23,292.7983093261719
2019-12-24,292.80743408203125
2019-12-26,294.36614990234375
2019-12-27,294.2929992675781
2019-12-30,292.6706237792969
2019-12-31,293.38165283203125
2020-01-02,296.125244140625
2020-01-03,293.88299560546875
2020-01-06,295.00408935546875
2020-01-07,294.17462158203125
2020-01-08,295.7424621582031
2020-01-09,297.747802734375
2020-01-10,296.8908996582031
2020-01-13,298.9327697753906
2020-01-14,298.47705078125
2020-01-15,299.1514892578125
2020-01-16,301.6399841308594
2020-01-17,302.578857421875
2020-01-21,301.9862976074219
2020-01-22,302.0228271484375
2020-01-23,302.36920166015625
2020-01-24,299.6803283691406
2020-01-27,294.8764953613281
2020-01-28,297.9666442871094
2020-01-29,297.7204895019531
2020-01-30,298.6866149902344
2020-01-31,293.26318359375
2020-02-03,295.4416809082031
2020-02-04,299.9445495605469
2020-02-05,303.4083251953125
2020-02-06,304.4292297363281
2020-02-07,302.80682373046875
2020-02-10,305.0672912597656
2020-02-11,305.5960388183594
2020-02-12,307.5648193359375
2020-02-13,307.2366943359375
2020-02-14,307.7288513183594
2020-02-18,306.93585205078125
2020-02-19,308.40350341796875
2020-02-20,307.136474609375
2020-02-21,303.9735107421875
2020-02-24,293.8920593261719
2020-02-25,284.98651123046875
2020-02-26,283.9382019042969
2020-02-27,271.1861267089844
2020-02-28,270.0467224121094
2020-03-02,281.74151611328125
2020-03-03,273.6745910644531
2020-03-04,285.1778564453125
2020-03-05,275.6981506347656
2020-03-06,271.1405029296875
2020-03-09,249.96600341796875
2020-03-10,262.90045166015625
2020-03-11,250.08441162109375
2020-03-12,226.15708923339844
2020-03-13,245.49038696289062
2020-03-16,218.62796020507812
2020-03-17,230.4320526123047
2020-03-18,218.76466369628906
2020-03-19,219.22952270507812
2020-03-20,209.7820281982422
2020-03-23,204.4182891845703
2020-03-24,222.939208984375
2020-03-25,226.2766571044922
2020-03-26,239.48890686035156
2020-03-27,232.35552978515625
2020-03-30,239.90151977539062
2020-03-31,236.32565307617188
2020-04-01,225.68984985351562
2020-04-02,230.89773559570312
2020-04-03,227.56028747558594
2020-04-06,242.84463500976562
2020-04-07,243.09222412109375
2020-04-08,251.25242614746094
2020-04-09,255.0758819580078
2020-04-13,252.74696350097656
2020-04-14,260.2012023925781
2020-04-15,254.67242431640625
2020-04-16,255.9010467529297
2020-04-17,262.81427001953125
2020-04-20,258.18408203125
2020-04-21,250.34466552734375
2020-04-22,255.9010467529297
2020-04-23,255.88265991210938
2020-04-24,259.4493713378906
2020-04-27,263.1901550292969
2020-04-28,261.97991943359375
2020-04-29,268.8381652832031
2020-04-30,266.3350830078125
2020-05-01,259.2843017578125
2020-05-04,259.9994201660156
2020-05-05,262.4017333984375
2020-05-06,260.6229248046875
2020-05-07,263.76788330078125
2020-05-08,268.13214111328125
2020-05-11,268.18707275390625
2020-05-12,262.8418273925781
2020-05-13,258.1932678222656
2020-05-14,261.2831115722656
2020-05-15,262.48419189453125
2020-05-18,270.4795227050781
2020-05-19,267.7012634277344
2020-05-20,272.2490539550781
2020-05-21,270.3694152832031
2020-05-22,270.88287353515625
2020-05-26,274.2203369140625
2020-05-27,278.30035400390625
